fixture_id,category_key,category_display_name,brand_candidate_display_name,brand_candidate_key,source_product_id,image_count,detail_page_count,review_count,decision,reviewed_manufacturer,reviewed_product_name,reason_codes
brand_2e26e58c7753c0ffc57e95c7,멀티비타민,멀티비타민,락티브,락티브,10729950013,502,4,498,,,,
brand_f8a1cbd974416e82a0d10fd0,멀티비타민,멀티비타민,락티브,락티브,10719116860,501,2,499,,,,
brand_a51e4c093e4f075f87eab208,멀티비타민,멀티비타민,고려은단,고려은단,11750836328,499,6,493,,,,
brand_140e4842129a6c0d41b4707e,멀티비타민,멀티비타민,세노비스,세노비스,13461826581,44,34,10,,,,
brand_b4deafc996a8be2ebe9036f4,멀티비타민,멀티비타민,굿앤키즈,굿앤키즈,5035243855,498,2,496,,,,
brand_7bc93282ddf6d0f30c4de40f,멀티비타민,멀티비타민,나우푸드,나우푸드,5889948357,503,3,500,,,,
brand_f0947ac5210729cfc68a1d96,멀티비타민,멀티비타민,나우푸드,나우푸드,5889985960,401,2,399,,,,
brand_47410357a7af828c8e630b35,멀티비타민,멀티비타민,내츄럴플러스,내츄럴플러스,4746857109,541,42,499,,,,
brand_fc6d38b5b2fc3bec6e4f4461,멀티비타민,멀티비타민,내츄럴플러스,내츄럴플러스,5762377220,371,30,341,,,,
brand_01e065e1145ab709a1aae305,멀티비타민,멀티비타민,뉴트리코스트,뉴트리코스트,10066756088,305,4,301,,,,
brand_d965d704e534abae915a0c7e,멀티비타민,멀티비타민,세노비스,세노비스,9949770922,4,4,0,,,,
brand_b74ca93c55167d31d8857a3d,멀티비타민,멀티비타민,세노비스,세노비스,585394684,365,2,363,,,,
brand_1f78d3f518c577f0e57e7f4c,멀티비타민,멀티비타민,세노비스,세노비스,585398084,481,2,479,,,,
brand_76a9da3986b26a0e025b04a7,멀티비타민,멀티비타민,세노비스,세노비스,5347061904,502,3,499,,,,
brand_61848bca5f7ab2fbe72a2290,멀티비타민,멀티비타민,센트룸,센트룸,10098751128,506,11,495,,,,
brand_ce59bd99b90579e1d78824bb,멀티비타민,멀티비타민,센트룸,센트룸,6304004923,505,7,498,,,,
brand_21af5fd48a57da6c010aec88,멀티비타민,멀티비타민,센트룸,센트룸,6299087905,502,4,498,,,,
brand_e0a4c2303e419a9c471f0fae,멀티비타민,멀티비타민,센트룸,센트룸,10098773107,502,6,496,,,,
brand_5ea425d5da1b3c7d75a3db14,멀티비타민,멀티비타민,센트룸,센트룸,10855503670,503,3,500,,,,
brand_8a8341c19a0e9e73eaed6577,멀티비타민,멀티비타민,센트룸,센트룸,10855506113,500,3,497,,,,
brand_5524cda7f99b245a30e16b69,멀티비타민,멀티비타민,센트룸,센트룸,8362001189,504,5,499,,,,
brand_0a6e82e4d66830d93dccbc02,멀티비타민,멀티비타민,쏜리서치,쏜리서치,12381608736,277,5,272,,,,
